Modes	Outlets	Supercatchment	StreamID
278	688	6	560
481	824	6	560
379	871	6	560
652	1079	6	560
764	1439	6	560
1249	1583	6	560
1403	1900	6	560
1527	2062	6	560
278	688	6	561
459	778	6	561
665	1098	6	561
768	1439	6	561
1442	1882	6	561
1751	2150	6	561
1989	2289	6	561
2105	2342	6	561
2235	2468	6	561
278	688	6	562
379	862	6	562
846	1151	6	562
1312	1652	6	562
1001	1683	6	562
1544	1905	6	562
1803	1982	6	562
280	695	6	563
383	867	6	563
846	1151	6	563
1004	1682	6	563
1367	1881	6	563
278	688	6	564
459	778	6	564
665	1098	6	564
768	1439	6	564
1128	2033	6	564
1570	2200	6	564
2003	2428	6	564
278	688	6	565
481	824	6	565
379	871	6	565
652	1079	6	565
764	1439	6	565
1122	2044	6	565
278	688	6	566
383	871	6	566
564	979	6	566
745	1582	6	566
900	1677	6	566
1160	1908	6	566
1724	2259	6	566
1877	2436	6	566
278	688	6	567
379	872	6	567
563	979	6	567
745	1582	6	567
900	1677	6	567
1128	1891	6	567
1332	2100	6	567
1463	2261	6	567
2237	2372	6	567
278	688	6	568
379	871	6	568
557	979	6	568
739	1582	6	568
912	1677	6	568
1143	1915	6	568
1324	2047	6	568
1566	2203	6	568
278	688	6	569
379	871	6	569
557	979	6	569
739	1582	6	569
912	1677	6	569
1276	1742	6	569
1603	2345	6	569
278	688	6	570
379	872	6	570
561	979	6	570
739	1582	6	570
921	1677	6	570
1103	1705	6	570
1229	1742	6	570
1358	1841	6	570
1536	1931	6	570
1666	2037	6	570
1767	2140	6	570
2055	2280	6	570
722	807	7	1
213	612	7	3
348	672	7	3
665	959	7	3
773	1075	7	3
208	697	7	6
394	748	7	6
617	993	7	6
810	1177	7	6
213	933	7	7
513	1025	7	7
860	1244	7	7
965	1278	7	7
213	933	7	8
618	981	7	8
749	1018	7	8
948	1139	7	8
1084	1186	7	8
215	699	7	9
405	1030	7	9
773	1287	7	9
208	697	7	10
395	1030	7	10
584	1067	7	10
691	1098	7	10
850	1262	7	10
1006	1278	7	10
369	750	8	2
481	819	8	2
742	1040	8	2
881	1171	8	2
319	723	8	3
430	799	8	3
670	1064	8	3
826	1113	8	3
293	600	8	4
462	826	8	4
596	911	8	4
856	1121	8	4
197	596	9	2
485	855	9	2
587	861	9	2
714	972	9	2
837	1093	9	2
942	1127	9	2
193	596	9	3
351	879	9	3
668	1145	9	3
822	1201	9	3
193	596	9	4
290	815	9	4
407	883	9	4
724	1085	9	4
990	1241	9	4
294	723	10	3
739	898	10	3
200	606	10	6
360	994	10	6
733	1034	10	6
911	1283	10	6
1072	1335	10	6
284	761	10	7
502	866	10	7
660	999	10	7
822	1151	10	7
997	1309	10	7
375	869	10	8
726	965	10	8
597	967	10	8
878	1267	10	8
1259	1321	10	8
288	743	10	9
591	913	10	9
801	1203	10	9
361	888	10	10
520	1070	10	10
865	1203	10	10
1049	1336	10	10
1226	1338	10	10
262	696	10	11
429	1008	10	11
963	1206	10	11
233	611	10	12
408	889	10	12
593	1035	10	12
855	1200	10	12
1218	1302	10	12
205	611	10	13
398	878	10	13
572	962	10	13
855	1221	10	13
984	1293	10	13
473	732	11	2
638	790	11	2
365	1145	11	3
866	1300	11	3
1218	1377	11	3
206	703	11	4
401	761	11	4
528	922	11	4
886	1025	11	4
362	856	12	3
575	964	12	3
323	515	12	5
267	543	12	6
534	649	12	6
241	536	12	7
518	720	12	7
319	608	12	9
607	748	12	9
261	715	12	12
653	814	12	12
904	988	12	12
348	610	12	13
591	738	12	13
329	650	12	14
527	792	12	14
735	894	12	14
855	967	12	14
203	804	12	15
562	928	12	15
798	1020	12	15
477	674	12	16
213	799	12	16
381	655	12	17
495	851	12	17
788	952	12	17
894	1005	12	17
728	1077	12	21
852	1152	12	21
485	765	12	22
205	804	12	22
606	842	12	22
763	1031	12	22
863	1070	12	22
984	1153	12	22
205	804	12	23
494	848	12	23
704	942	12	23
865	1114	12	23
258	771	12	24
475	879	12	24
365	1011	12	24
720	1019	12	24
908	1213	12	24
1091	1268	12	24
202	804	12	25
497	996	12	25
818	1127	12	25
981	1202	12	25
1175	1260	12	25
258	771	12	26
722	1095	12	26
286	841	12	27
395	977	12	27
842	1094	12	27
1004	1161	12	27
279	841	12	28
386	977	12	28
675	1027	12	28
258	771	12	29
549	1003	12	29
352	1011	12	29
897	1142	12	29
1057	1232	12	29
201	804	12	30
539	1110	12	30
1082	1308	12	30
1209	1362	12	30
