Modes	Outlets	Supercatchment	StreamID
510	711	8	58
217	451	8	60
337	570	8	60
588	845	8	60
358	577	8	61
522	616	8	61
192	839	8	61
954	1145	8	61
188	449	8	63
440	759	8	64
192	839	8	64
656	858	8	64
877	967	8	64
188	450	8	65
438	622	8	65
737	882	8	65
447	783	8	66
192	839	8	66
966	1145	8	66
307	460	8	67
307	460	8	68
419	522	8	68
533	707	8	68
221	450	8	71
501	731	8	71
690	892	8	71
800	949	8	71
217	451	8	72
528	672	8	72
732	869	8	72
188	449	8	73
405	1053	8	73
1093	1355	8	73
1327	1506	8	73
188	450	8	74
520	773	8	74
816	999	8	74
384	1053	8	74
193	839	8	76
378	877	8	76
750	1113	8	76
854	1199	8	76
192	839	8	77
387	877	8	77
632	969	8	77
795	1040	8	77
188	448	8	78
541	778	8	78
409	1057	8	78
778	1095	8	78
190	839	8	79
574	889	8	79
912	1223	8	79
383	2083	8	79
192	839	8	80
529	876	8	80
764	1018	8	80
865	1104	8	80
993	1226	8	80
1183	1469	8	80
373	2083	8	80
193	839	8	81
535	883	8	81
798	1618	8	81
1177	1974	8	81
378	2083	8	81
188	450	8	82
410	743	8	82
192	839	8	83
657	1006	8	83
900	1475	8	83
1341	1684	8	83
1615	1752	8	83
373	2083	8	83
188	449	8	84
412	756	8	84
192	839	8	86
712	1115	8	86
996	1735	8	86
1594	2060	8	86
376	2083	8	86
190	839	8	87
751	1885	8	87
1033	1969	8	87
344	2082	8	87
1170	2145	8	87
2145	2369	8	87
192	449	8	88
400	756	8	88
609	936	8	88
796	1045	8	88
1028	1309	8	88
1208	1442	8	88
1345	1542	8	88
189	449	8	89
395	756	8	89
600	935	8	89
754	1306	8	89
933	1629	8	89
1468	2063	8	89
192	839	8	93
1077	1652	8	93
376	2083	8	93
1709	2106	8	93
1908	2157	8	93
189	448	8	94
392	1057	8	94
963	1598	8	94
1170	1941	8	94
1988	2185	8	94
192	449	8	95
398	1057	8	95
811	1295	8	95
942	1598	8	95
1100	1940	8	95
